sched_type,preemption_interval_us,throughput,proportion_long_jobs,num_short,num_long,short_0_pct,short_25_pct,short_50_pct,short_75_pct,short_90_pct,short_99_pct,short_99.9_pct,short_100_pct,long_0_pct,long_25_pct,long_50_pct,long_75_pct,long_90_pct,long_99_pct,long_99.9_pct,long_100_pct
dFCFS,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
dFCFS,0,25000,0,25000,0,1.172000,2.119000,2.650000,4.314500,7.166400,40.452210,169.529012,6315.579000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
dFCFS,0,50000,0,50000,0,1.156000,2.263000,2.833000,4.780000,7.990000,33.358030,204.579830,7352.980000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
dFCFS,0,75000,0,75000,0,1.146000,2.373000,3.060000,5.315000,9.632000,82.380580,906.733005,16884.628000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
dFCFS,0,100000,0,100000,0,1.130000,2.414000,3.183000,5.317000,8.896100,35.286120,478.709670,3458.368000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
dFCFS,0,125000,0,125000,0,1.134000,2.469000,3.463000,5.892000,10.953000,137.669540,521.322108,3565.984000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
dFCFS,0,150000,0,150000,0,1.140000,2.480000,3.421000,5.589000,9.219000,27.985050,94.366010,4407.844000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
dFCFS,0,175000,0,175000,0,1.138000,2.481000,3.490000,5.832000,10.008000,120.897400,682.576395,8237.936000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
dFCFS,0,200000,0,200000,0,1.129000,2.526000,3.736000,6.302000,11.165100,49.151020,157.362038,5892.383000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
dFCFS,0,225000,0,225000,0,1.110000,2.564000,3.828000,6.287000,10.542000,69.527160,392.817377,7837.659000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
dFCFS,0,250000,0,250000,0,1.121000,2.601000,3.954000,6.701250,11.615100,1045.038980,3339.039637,10056.407000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
dFCFS,0,275000,0,275000,0,1.140000,2.626000,4.092000,7.090000,12.903200,442.394210,709.553056,5020.120000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
dFCFS,0,300000,0,300000,0,1.126000,2.559000,3.846000,6.452000,11.433100,6574.194850,7313.834124,9986.549000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
dFCFS,0,325000,0,325000,0,1.116000,2.581000,3.861000,6.523000,11.060000,1641.728400,2096.061747,11585.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
dFCFS,0,350000,0,350000,0,1.112000,2.624000,4.025000,6.868000,11.934000,1732.853530,2432.466679,15974.009000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
dFCFS,0,375000,0,375000,0,1.106000,2.636000,4.204000,7.538000,15.871000,1626.617960,2185.948137,28890.703000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
dFCFS,0,400000,0,400000,0,1.139000,2.578000,3.892000,6.578000,10.950000,195.587110,994.146120,12992.228000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
dFCFS,0,425000,0,425000,0,1.119000,2.647000,4.095000,6.893000,11.317000,93.244450,410.336085,21790.186000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
dFCFS,0,450000,0,450000,0,1.131000,2.638000,4.161000,7.208000,12.346000,716.942630,1348.513088,15144.590000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
dFCFS,0,475000,0,475000,0,1.122000,2.687000,4.315000,7.582000,13.541000,296.491020,619.780179,16826.885000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
dFCFS,0,500000,0,500000,0,1.118000,2.669000,4.212000,7.255000,12.375100,205.937540,396.465010,14880.045000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
dFCFS,0,0,0.01,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
dFCFS,0,25000,0.01,24735,265,1.147000,2.234000,2.778000,5.252000,9.933200,883.393960,1236.448064,18640.504000,1000.316000,1001.362000,1002.074000,1004.928000,1014.516800,2793.786000,7885.307816,9400.445000
dFCFS,0,50000,0.01,49497,503,1.154000,2.303000,3.009000,7.059000,37.014800,953.311360,1040.641120,8078.473000,1000.313000,1001.351500,1002.302000,1009.462500,1085.242400,2036.874080,3014.941690,3261.627000
dFCFS,0,75000,0.01,74264,736,1.147000,2.565000,4.140000,18.838750,246.092900,1440.883850,2017.064632,14198.767000,1000.201000,1001.618750,1003.539000,1022.164500,1274.179000,2858.086800,9993.446180,13382.687000
dFCFS,0,100000,0.01,99016,984,1.138000,2.703000,4.862000,49.233750,850.140500,1738.131550,2597.605720,5755.050000,1000.210000,1001.628000,1003.554500,1040.736250,1813.038800,2804.336570,5450.149862,6120.837000
dFCFS,0,125000,0.01,123709,1291,1.140000,2.609000,4.105000,14.149000,630.977600,2097.823640,3136.532432,51143.618000,1000.185000,1001.672500,1003.567000,1017.610500,1607.051000,3194.277700,6303.425750,47267.402000
dFCFS,0,150000,0.01,148527,1473,1.126000,2.866000,5.516000,62.960000,948.230000,3369.431780,5206.011896,7766.231000,1000.196000,1001.986000,1005.173000,1079.793000,2006.443800,4794.863800,8845.815456,11689.878000
